task_id,axis,condition,law,variant,panel,role,solver,mode,status,full_time_truth,uncertainty
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__8,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_EEG_own,completed,"{""r"": {""nrmse"": 1.2321873606224727, ""correlation"": 0.600294615144682, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6916666666666667, ""mean_interval_width"": 0.1889263812238959}, ""clean_EEG"": {""nrmse"": 1.2321873606224727, ""correlation"": 0.600294615144682, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6916666666666667, ""mean_interval_width"": 0.1889263812238959}, ""clean_HbO"": {""nrmse"": 1.9297575096497679, ""correlation"": 0.5450989346128373, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.49166666666666664, ""mean_interval_width"": 0.13762813048569944}, ""clean_HbR"": {""nrmse"": 2.0263772547204666, ""correlation"": 0.46846264008711114, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.48333333333333334, ""mean_interval_width"": 0.04302588221797712}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__8,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_EEG_template,completed,"{""r"": {""nrmse"": 1.3126549994039267, ""correlation"": 0.48144602293557226, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.525, ""mean_interval_width"": 0.15055946106340273}, ""clean_EEG"": {""nrmse"": 1.3126549994039267, ""correlation"": 0.48144602293557226, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.525, ""mean_interval_width"": 0.15055946106340273}, ""clean_HbO"": {""nrmse"": 2.197135625076601, ""correlation"": -0.2325468980249391, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.017701620869812456}, ""clean_HbR"": {""nrmse"": 2.4688211803765068, ""correlation"": -0.36724118335581, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.08333333333333333, ""mean_interval_width"": 0.007997895306688393}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__8,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_EEG_pairing,completed,"{""r"": {""nrmse"": 1.4104031857810726, ""correlation"": 0.20141903610413764, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.525, ""mean_interval_width"": 0.15478493562253817}, ""clean_EEG"": {""nrmse"": 1.4104031857810726, ""correlation"": 0.20141903610413764, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.525, ""mean_interval_width"": 0.15478493562253817}, ""clean_HbO"": {""nrmse"": 1.6583111403725659, ""correlation"": 0.12928220343726332, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.08333333333333333, ""mean_interval_width"": 0.030020782523171086}, ""clean_HbR"": {""nrmse"": 2.4892322591302394, ""correlation"": -0.24471274379551475, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.21666666666666667, ""mean_interval_width"": 0.013496319100942207}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__8,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_EEG_shift,completed,"{""r"": {""nrmse"": 1.1235765258281445, ""correlation"": 0.23656638395875784, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6666666666666666, ""mean_interval_width"": 0.1547334780543639}, ""clean_EEG"": {""nrmse"": 1.1235765258281445, ""correlation"": 0.23656638395875784, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6666666666666666, ""mean_interval_width"": 0.1547334780543639}, ""clean_HbO"": {""nrmse"": 1.7263668316637382, ""correlation"": -0.4848747158779723, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.18333333333333332, ""mean_interval_width"": 0.029932941608827875}, ""clean_HbR"": {""nrmse"": 1.9008821285675574, ""correlation"": -0.45886095655479936, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.26666666666666666, ""mean_interval_width"": 0.013070516471434283}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__8,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_fNIRS,completed,"{""r"": {""nrmse"": 1.0177655538666281, ""correlation"": 0.7558732781356027, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6833333333333333, ""mean_interval_width"": 0.1527527049161015}, ""clean_EEG"": {""nrmse"": 1.0177655538666281, ""correlation"": 0.7558732781356027, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6833333333333333, ""mean_interval_width"": 0.1527527049161015}, ""clean_HbO"": {""nrmse"": 1.5388574934704329, ""correlation"": 0.7873272035989155, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.03358347961229867}, ""clean_HbR"": {""nrmse"": 1.3721163164346173, ""correlation"": 0.809249194947761, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.13333333333333333, ""mean_interval_width"": 0.013902997630468417}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__8,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_fNIRS_own,completed,"{""r"": {""nrmse"": 1.0137668679588263, ""correlation"": 0.6122204583201329, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.825, ""mean_interval_width"": 0.19058457333190099}, ""clean_EEG"": {""nrmse"": 1.0137668679588263, ""correlation"": 0.6122204583201329, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.825, ""mean_interval_width"": 0.19058457333190099}, ""clean_HbO"": {""nrmse"": 1.513030161718759, ""correlation"": 0.7948858993240279, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.03693436985258326}, ""clean_HbR"": {""nrmse"": 1.323777439313989, ""correlation"": 0.8231123147556528, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.13333333333333333, ""mean_interval_width"": 0.014531541482682705}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__8,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_fNIRS_template,completed,"{""r"": {""nrmse"": 1.1444279371951775, ""correlation"": 0.2670026951739938, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.5166666666666667, ""mean_interval_width"": 0.10214742311991953}, ""clean_EEG"": {""nrmse"": 1.1444279371951775, ""correlation"": 0.2670026951739938, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.5166666666666667, ""mean_interval_width"": 0.10214742311991953}, ""clean_HbO"": {""nrmse"": 1.500675065412485, ""correlation"": 0.8018874969817131, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.03275065538852145}, ""clean_HbR"": {""nrmse"": 1.3019132828369457, ""correlation"": 0.8258167908575096, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.13333333333333333, ""mean_interval_width"": 0.01338421052828653}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__8,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_fNIRS_pairing,completed,"{""r"": {""nrmse"": 1.084828074365877, ""correlation"": 0.3058242399675358, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7, ""mean_interval_width"": 0.15243164623569386}, ""clean_EEG"": {""nrmse"": 1.084828074365877, ""correlation"": 0.3058242399675358, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7, ""mean_interval_width"": 0.15243164623569386}, ""clean_HbO"": {""nrmse"": 1.5526321602826312, ""correlation"": 0.7749966082684805, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.03595511645665135}, ""clean_HbR"": {""nrmse"": 1.2732872029148705, ""correlation"": 0.8382846852009761, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.125, ""mean_interval_width"": 0.013900671549011033}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__8,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_fNIRS_shift,completed,"{""r"": {""nrmse"": 0.9802638977877307, ""correlation"": 0.5337680538606234, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7333333333333333, ""mean_interval_width"": 0.15240251829426726}, ""clean_EEG"": {""nrmse"": 0.9802638977877307, ""correlation"": 0.5337680538606234, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7333333333333333, ""mean_interval_width"": 0.15240251829426726}, ""clean_HbO"": {""nrmse"": 1.4745875411990106, ""correlation"": 0.8164613475721876, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.03569112118959962}, ""clean_HbR"": {""nrmse"": 1.2269757470194438, ""correlation"": 0.851356689526462, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.13333333333333333, ""mean_interval_width"": 0.013928196374662982}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__12__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,full,completed,"{""r"": {""nrmse"": 1.1043165101822787, ""correlation"": 0.7793285723815849, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.49166666666666664, ""mean_interval_width"": 0.1467554615317682}, ""clean_EEG"": {""nrmse"": 1.1043165101822787, ""correlation"": 0.7793285723815849, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.49166666666666664, ""mean_interval_width"": 0.1467554615317682}, ""clean_HbO"": {""nrmse"": 2.6979540338504466, ""correlation"": 0.765744728546701, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.026953726587480943}, ""clean_HbR"": {""nrmse"": 2.3351457751515277, ""correlation"": 0.542514721525893, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.075, ""mean_interval_width"": 0.009628069076795682}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__12__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,EEG_only,completed,"{""r"": {""nrmse"": 0.805239838438111, ""correlation"": 0.7486371024083738, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.8166666666666667, ""mean_interval_width"": 0.17418307868834582}, ""clean_EEG"": {""nrmse"": 0.805239838438111, ""correlation"": 0.7486371024083738, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.8166666666666667, ""mean_interval_width"": 0.17418307868834582}, ""clean_HbO"": {""nrmse"": 1.5167342565982689, ""correlation"": 0.7016753212643568, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.4, ""mean_interval_width"": 0.1085620809320995}, ""clean_HbR"": {""nrmse"": 1.457725055480008, ""correlation"": 0.6403251295429196, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.375, ""mean_interval_width"": 0.0342270710024967}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__12__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,fNIRS_only,completed,"{""r"": {""nrmse"": 1.272196483910986, ""correlation"": 0.6479372863306752, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.5833333333333334, ""mean_interval_width"": 0.1775534422006478}, ""clean_EEG"": {""nrmse"": 1.272196483910986, ""correlation"": 0.6479372863306752, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.5833333333333334, ""mean_interval_width"": 0.1775534422006478}, ""clean_HbO"": {""nrmse"": 2.70116022061266, ""correlation"": 0.7575808842400086, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.02710240044308778}, ""clean_HbR"": {""nrmse"": 2.3534093391149686, ""correlation"": 0.5427576751779866, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.075, ""mean_interval_width"": 0.009800031608592252}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__12__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,all_missing,completed,"{""r"": {""nrmse"": 1.142228439111104, ""correlation"": null, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.925, ""mean_interval_width"": 0.3478729294097454}, ""clean_EEG"": {""nrmse"": 1.142228439111104, ""correlation"": null, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.925, ""mean_interval_width"": 0.3478729294097454}, ""clean_HbO"": {""nrmse"": 1.6615634052141646, ""correlation"": -0.3182504323641654, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9, ""mean_interval_width"": 0.33695510294899833}, ""clean_HbR"": {""nrmse"": 1.4745652720649747, ""correlation"": 0.08871045553537664, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.8916666666666667, ""mean_interval_width"": 0.10832754596214546}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__12__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,center_EEG,completed,"{""r"": {""nrmse"": 1.1110892123067697, ""correlation"": 0.7807702946548047, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.5, ""mean_interval_width"": 0.149892058961216}, ""clean_EEG"": {""nrmse"": 1.1110892123067697, ""correlation"": 0.7807702946548047, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.5, ""mean_interval_width"": 0.149892058961216}, ""clean_HbO"": {""nrmse"": 2.6990251875840574, ""correlation"": 0.767896040477435, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.026969088175055923}, ""clean_HbR"": {""nrmse"": 2.3402815258111302, ""correlation"": 0.5468426585160282, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.075, ""mean_interval_width"": 0.009651951455586765}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__12__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,center_EEG_own,completed,"{""r"": {""nrmse"": 0.8185852597322836, ""correlation"": 0.6885562181307054, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.825, ""mean_interval_width"": 0.19037126122265707}, ""clean_EEG"": {""nrmse"": 0.8185852597322836, ""correlation"": 0.6885562181307054, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.825, ""mean_interval_width"": 0.19037126122265707}, ""clean_HbO"": {""nrmse"": 1.4841726737389243, ""correlation"": 0.42088625151434367, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.425, ""mean_interval_width"": 0.13458413344766396}, ""clean_HbR"": {""nrmse"": 1.4048555744826567, ""correlation"": 0.3630597319822567, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.43333333333333335, ""mean_interval_width"": 0.04351277848351819}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__12__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,center_EEG_template,completed,"{""r"": {""nrmse"": 1.2368335825964492, ""correlation"": 0.4493843056011605, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.5166666666666667, ""mean_interval_width"": 0.14095660677530844}, ""clean_EEG"": {""nrmse"": 1.2368335825964492, ""correlation"": 0.4493843056011605, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.5166666666666667, ""mean_interval_width"": 0.14095660677530844}, ""clean_HbO"": {""nrmse"": 2.474993416667199, ""correlation"": 0.12808698749247965, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.041666666666666664, ""mean_interval_width"": 0.014164050518529899}, ""clean_HbR"": {""nrmse"": 2.5325393784306467, ""correlation"": -0.036226121422774565, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.03333333333333333, ""mean_interval_width"": 0.0058156359879700395}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__12__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,center_EEG_pairing,completed,"{""r"": {""nrmse"": 1.3262112367411623, ""correlation"": 0.6327037434254399, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.425, ""mean_interval_width"": 0.14995236404986867}, ""clean_EEG"": {""nrmse"": 1.3262112367411623, ""correlation"": 0.6327037434254399, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.425, ""mean_interval_width"": 0.14995236404986867}, ""clean_HbO"": {""nrmse"": 3.175767580018725, ""correlation"": 0.3822324867333093, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.03333333333333333, ""mean_interval_width"": 0.026840085001238332}, ""clean_HbR"": {""nrmse"": 2.923382486733627, ""correlation"": 0.25911389650369415, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.05, ""mean_interval_width"": 0.009294994507905012}}",conditional_approximation
