task_id,family,kind,layer,queue_position,planned_solves,timeout_seconds,payload
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__12,S4_synthetic,v3_fits,22,6790,14,900,"{""id"": ""v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__12"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_select__S4_synthetic__synthetic__process__matched__3__0__O0"", ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__12__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O0"", ""trials"": [12], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""selection"": ""v3_select__S4_synthetic__synthetic__process__matched__3__0__O0"", ""role"": ""selected"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__12__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 900, ""row_ids"": [""12__full"", ""12__EEG_only"", ""12__fNIRS_only"", ""12__all_missing"", ""12__center_EEG"", ""12__center_EEG_own"", ""12__center_EEG_template"", ""12__center_EEG_pairing"", ""12__center_EEG_shift"", ""12__center_fNIRS"", ""12__center_fNIRS_own"", ""12__center_fNIRS_template"", ""12__center_fNIRS_pairing"", ""12__center_fNIRS_shift""], ""queue_position"": 6790}"
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__16__oracle,S4_synthetic,v3_fits,22,6791,14,900,"{""id"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__16__oracle"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__16__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O0"", ""trials"": [16], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""candidate"": {""id"": ""oracle"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""oracle"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__16__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 900, ""row_ids"": [""16__full"", ""16__EEG_only"", ""16__fNIRS_only"", ""16__all_missing"", ""16__center_EEG"", ""16__center_EEG_own"", ""16__center_EEG_template"", ""16__center_EEG_pairing"", ""16__center_EEG_shift"", ""16__center_fNIRS"", ""16__center_fNIRS_own"", ""16__center_fNIRS_template"", ""16__center_fNIRS_pairing"", ""16__center_fNIRS_shift""], ""queue_position"": 6791}"
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__16,S4_synthetic,v3_fits,22,6792,14,900,"{""id"": ""v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__16"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_select__S4_synthetic__synthetic__process__matched__3__0__O0"", ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__16__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O0"", ""trials"": [16], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""selection"": ""v3_select__S4_synthetic__synthetic__process__matched__3__0__O0"", ""role"": ""selected"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__16__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 900, ""row_ids"": [""16__full"", ""16__EEG_only"", ""16__fNIRS_only"", ""16__all_missing"", ""16__center_EEG"", ""16__center_EEG_own"", ""16__center_EEG_template"", ""16__center_EEG_pairing"", ""16__center_EEG_shift"", ""16__center_fNIRS"", ""16__center_fNIRS_own"", ""16__center_fNIRS_template"", ""16__center_fNIRS_pairing"", ""16__center_fNIRS_shift""], ""queue_position"": 6792}"
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__20__oracle,S4_synthetic,v3_fits,22,6793,14,900,"{""id"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__20__oracle"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__20__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O0"", ""trials"": [20], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""candidate"": {""id"": ""oracle"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""oracle"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__20__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 900, ""row_ids"": [""20__full"", ""20__EEG_only"", ""20__fNIRS_only"", ""20__all_missing"", ""20__center_EEG"", ""20__center_EEG_own"", ""20__center_EEG_template"", ""20__center_EEG_pairing"", ""20__center_EEG_shift"", ""20__center_fNIRS"", ""20__center_fNIRS_own"", ""20__center_fNIRS_template"", ""20__center_fNIRS_pairing"", ""20__center_fNIRS_shift""], ""queue_position"": 6793}"
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__20,S4_synthetic,v3_fits,22,6794,14,900,"{""id"": ""v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__20"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_select__S4_synthetic__synthetic__process__matched__3__0__O0"", ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__20__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O0"", ""trials"": [20], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""selection"": ""v3_select__S4_synthetic__synthetic__process__matched__3__0__O0"", ""role"": ""selected"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__20__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 900, ""row_ids"": [""20__full"", ""20__EEG_only"", ""20__fNIRS_only"", ""20__all_missing"", ""20__center_EEG"", ""20__center_EEG_own"", ""20__center_EEG_template"", ""20__center_EEG_pairing"", ""20__center_EEG_shift"", ""20__center_fNIRS"", ""20__center_fNIRS_own"", ""20__center_fNIRS_template"", ""20__center_fNIRS_pairing"", ""20__center_fNIRS_shift""], ""queue_position"": 6794}"
v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__0__oracle,S4_synthetic,v3_fits,22,6795,14,1800,"{""id"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__0__oracle"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__0__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O2"", ""trials"": [0], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""candidate"": {""id"": ""oracle"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""oracle"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__0__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 1800, ""row_ids"": [""0__full"", ""0__EEG_only"", ""0__fNIRS_only"", ""0__all_missing"", ""0__center_EEG"", ""0__center_EEG_own"", ""0__center_EEG_template"", ""0__center_EEG_pairing"", ""0__center_EEG_shift"", ""0__center_fNIRS"", ""0__center_fNIRS_own"", ""0__center_fNIRS_template"", ""0__center_fNIRS_pairing"", ""0__center_fNIRS_shift""], ""queue_position"": 6795}"
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O2__0,S4_synthetic,v3_fits,22,6796,14,1800,"{""id"": ""v3_selected__S4_synthetic__synthetic__process__matched__3__0__O2__0"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_select__S4_synthetic__synthetic__process__matched__3__0__O2"", ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__0__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O2"", ""trials"": [0], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""selection"": ""v3_select__S4_synthetic__synthetic__process__matched__3__0__O2"", ""role"": ""selected"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__0__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 1800, ""row_ids"": [""0__full"", ""0__EEG_only"", ""0__fNIRS_only"", ""0__all_missing"", ""0__center_EEG"", ""0__center_EEG_own"", ""0__center_EEG_template"", ""0__center_EEG_pairing"", ""0__center_EEG_shift"", ""0__center_fNIRS"", ""0__center_fNIRS_own"", ""0__center_fNIRS_template"", ""0__center_fNIRS_pairing"", ""0__center_fNIRS_shift""], ""queue_position"": 6796}"
v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__4__oracle,S4_synthetic,v3_fits,22,6797,14,1800,"{""id"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__4__oracle"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__4__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O2"", ""trials"": [4], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""candidate"": {""id"": ""oracle"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""oracle"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__4__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 1800, ""row_ids"": [""4__full"", ""4__EEG_only"", ""4__fNIRS_only"", ""4__all_missing"", ""4__center_EEG"", ""4__center_EEG_own"", ""4__center_EEG_template"", ""4__center_EEG_pairing"", ""4__center_EEG_shift"", ""4__center_fNIRS"", ""4__center_fNIRS_own"", ""4__center_fNIRS_template"", ""4__center_fNIRS_pairing"", ""4__center_fNIRS_shift""], ""queue_position"": 6797}"
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O2__4,S4_synthetic,v3_fits,22,6798,14,1800,"{""id"": ""v3_selected__S4_synthetic__synthetic__process__matched__3__0__O2__4"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_select__S4_synthetic__synthetic__process__matched__3__0__O2"", ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__4__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O2"", ""trials"": [4], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""selection"": ""v3_select__S4_synthetic__synthetic__process__matched__3__0__O2"", ""role"": ""selected"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__4__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 1800, ""row_ids"": [""4__full"", ""4__EEG_only"", ""4__fNIRS_only"", ""4__all_missing"", ""4__center_EEG"", ""4__center_EEG_own"", ""4__center_EEG_template"", ""4__center_EEG_pairing"", ""4__center_EEG_shift"", ""4__center_fNIRS"", ""4__center_fNIRS_own"", ""4__center_fNIRS_template"", ""4__center_fNIRS_pairing"", ""4__center_fNIRS_shift""], ""queue_position"": 6798}"
v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__8__oracle,S4_synthetic,v3_fits,22,6799,14,1800,"{""id"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__8__oracle"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__8__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O2"", ""trials"": [8], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""candidate"": {""id"": ""oracle"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""oracle"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__8__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 1800, ""row_ids"": [""8__full"", ""8__EEG_only"", ""8__fNIRS_only"", ""8__all_missing"", ""8__center_EEG"", ""8__center_EEG_own"", ""8__center_EEG_template"", ""8__center_EEG_pairing"", ""8__center_EEG_shift"", ""8__center_fNIRS"", ""8__center_fNIRS_own"", ""8__center_fNIRS_template"", ""8__center_fNIRS_pairing"", ""8__center_fNIRS_shift""], ""queue_position"": 6799}"
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O2__8,S4_synthetic,v3_fits,22,6800,14,1800,"{""id"": ""v3_selected__S4_synthetic__synthetic__process__matched__3__0__O2__8"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_select__S4_synthetic__synthetic__process__matched__3__0__O2"", ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__8__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O2"", ""trials"": [8], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""selection"": ""v3_select__S4_synthetic__synthetic__process__matched__3__0__O2"", ""role"": ""selected"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__8__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 1800, ""row_ids"": [""8__full"", ""8__EEG_only"", ""8__fNIRS_only"", ""8__all_missing"", ""8__center_EEG"", ""8__center_EEG_own"", ""8__center_EEG_template"", ""8__center_EEG_pairing"", ""8__center_EEG_shift"", ""8__center_fNIRS"", ""8__center_fNIRS_own"", ""8__center_fNIRS_template"", ""8__center_fNIRS_pairing"", ""8__center_fNIRS_shift""], ""queue_position"": 6800}"
v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__12__oracle,S4_synthetic,v3_fits,22,6801,14,1800,"{""id"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__12__oracle"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__12__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O2"", ""trials"": [12], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""candidate"": {""id"": ""oracle"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""oracle"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__12__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 1800, ""row_ids"": [""12__full"", ""12__EEG_only"", ""12__fNIRS_only"", ""12__all_missing"", ""12__center_EEG"", ""12__center_EEG_own"", ""12__center_EEG_template"", ""12__center_EEG_pairing"", ""12__center_EEG_shift"", ""12__center_fNIRS"", ""12__center_fNIRS_own"", ""12__center_fNIRS_template"", ""12__center_fNIRS_pairing"", ""12__center_fNIRS_shift""], ""queue_position"": 6801}"
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O2__12,S4_synthetic,v3_fits,22,6802,14,1800,"{""id"": ""v3_selected__S4_synthetic__synthetic__process__matched__3__0__O2__12"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_select__S4_synthetic__synthetic__process__matched__3__0__O2"", ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__12__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O2"", ""trials"": [12], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""selection"": ""v3_select__S4_synthetic__synthetic__process__matched__3__0__O2"", ""role"": ""selected"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O2__12__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 1800, ""row_ids"": [""12__full"", ""12__EEG_only"", ""12__fNIRS_only"", ""12__all_missing"", ""12__center_EEG"", ""12__center_EEG_own"", ""12__center_EEG_template"", ""12__center_EEG_pairing"", ""12__center_EEG_shift"", ""12__center_fNIRS"", ""12__center_fNIRS_own"", ""12__center_fNIRS_template"", ""12__center_fNIRS_pairing"", ""12__center_fNIRS_shift""], ""queue_position"": 6802}"
